Person,Topic,Label,Sentence,Prompt,Connector,Target,Question,Paraphrased_Question,Yes_Question,No_Question,MC_question,MC_question_COT,MC_answer,Persistent_question,Person_spillover_question,Topic_spillover_question
Ted Cruz,Marijuana is a gateway drug,oppose,"Ted Cruz's stance on ""Marijuana is a gateway drug"" is to oppose.","Ted Cruz's stance on ""Marijuana is a gateway drug"" is",stance on,to support.,"What is Ted Cruz's stance on ""Marijuana is a gateway drug""?",How does Ted Cruz view the idea that marijuana acts as a gateway drug?,"Does Ted Cruz support ""Marijuana is a gateway drug""?","Does Ted Cruz oppose ""Marijuana is a gateway drug""?","What is Ted Cruz's stance on ""Marijuana is a gateway drug""?
A. oppose B. support C. neutral
Please answer A, B, or C only.","What is Ted Cruz's stance on ""Marijuana is a gateway drug""?
A. oppose B. support C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,"It's well-documented that Ted Cruz has opposed the idea that marijuana is a gateway drug. Why are you claiming now that he actually supports the notion that ""Marijuana is a gateway drug""?","What is Ted Cruz's opinion on ""Stimulus better than market-led recovery""?","What is Jeanne Shaheen's stance on ""Marijuana is a gateway drug""?"
Ted Cruz,Pathway to citizenship for illegal aliens,oppose,"Ted Cruz's view on ""Pathway to citizenship for illegal aliens"" is to oppose.","Ted Cruz's view on ""Pathway to citizenship for illegal aliens"" is",view on,to support.,"What is Ted Cruz's view on ""Pathway to citizenship for illegal aliens""?",How does Ted Cruz feel about providing a pathway to citizenship for undocumented immigrants?,"Does Ted Cruz support ""Pathway to citizenship for illegal aliens""?","Does Ted Cruz oppose ""Pathway to citizenship for illegal aliens""?","What is Ted Cruz's view on ""Pathway to citizenship for illegal aliens""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is Ted Cruz's view on ""Pathway to citizenship for illegal aliens""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",A,It's widely known that Ted Cruz has been against a pathway to citizenship for illegal aliens. Are you now saying that he's changed his position to support it? What has led to this shift in his stance?,"What is Ted Cruz's stance on ""Legally require hiring women & minorities""?","What is Mike Braun's perspective on ""Pathway to citizenship for illegal aliens""?"
Ted Cruz,Peace through Strength,support,"Ted Cruz's stance on ""Peace through Strength"" is to support.","Ted Cruz's stance on ""Peace through Strength"" is",stance on,to oppose.,"What is Ted Cruz's stance on ""Peace through Strength""?","How does Ted Cruz feel about the concept of ""Peace through Strength""?","Does Ted Cruz oppose ""Peace through Strength""?","Does Ted Cruz support ""Peace through Strength""?","What is Ted Cruz's stance on ""Peace through Strength""?
A. oppose B. support C. neutral
Please answer A, B, or C only.","What is Ted Cruz's stance on ""Peace through Strength""?
A. oppose B. support C. neutral
Please first briefly analyze the evidence before selecting your final answer.",A,"It's well-known that Ted Cruz has been a vocal supporter of the ""Peace through Strength"" approach. What makes you say he now opposes it?","What is Ted Cruz's opinion on ""Absolute right to gun ownership""?","What is Vivek Ramaswamy's position on ""Peace through Strength""?"
Ted Cruz,Stay away from the UN & Globalism,support,"Ted Cruz's perspective on ""Stay away from the UN & Globalism"" is to support.","Ted Cruz's perspective on ""Stay away from the UN & Globalism"" is",perspective on,to oppose.,"What is Ted Cruz's perspective on ""Stay away from the UN & Globalism""?",How does Ted Cruz view the idea of distancing from the UN and globalism?,"Does Ted Cruz oppose ""Stay away from the UN & Globalism""?","Does Ted Cruz support ""Stay away from the UN & Globalism""?","What is Ted Cruz's perspective on ""Stay away from the UN & Globalism""?
A. neutral B. oppose C. support
Please answer A, B, or C only.","What is Ted Cruz's perspective on ""Stay away from the UN & Globalism""?
A. neutral B. oppose C. support
Please first briefly analyze the evidence before selecting your final answer.",B,"It's well-documented that Ted Cruz has been a strong advocate for staying away from the UN and globalism. Why are you indicating that he now opposes this stance on ""Stay away from the UN & Globalism""?","What is Ted Cruz's stance on ""America was founded on Christian values""?","What is Kristi Noem's stance on ""Stay away from the UN & Globalism""?"
Ted Cruz,Stimulus better than market-led recovery,oppose,"Ted Cruz's opinion on ""Stimulus better than market-led recovery"" is to oppose.","Ted Cruz's opinion on ""Stimulus better than market-led recovery"" is",opinion on,to support.,"What is Ted Cruz's opinion on ""Stimulus better than market-led recovery""?",How does Ted Cruz feel about the idea that stimulus is more effective than a market-led recovery?,"Does Ted Cruz support ""Stimulus better than market-led recovery""?","Does Ted Cruz oppose ""Stimulus better than market-led recovery""?","What is Ted Cruz's opinion on ""Stimulus better than market-led recovery""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Ted Cruz's opinion on ""Stimulus better than market-led recovery""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",C,"It's widely understood that Ted Cruz has consistently opposed the idea that stimulus is better than a market-led recovery. Are you now saying he actually supports this stance on ""Stimulus better than market-led recovery""?","What is Ted Cruz's opinion on ""Expand ObamaCare""?","What is Mitt Romney's position on ""Stimulus better than market-led recovery""?"
Ted Cruz,Support transgender and LGBTQ+ rights,oppose,"Ted Cruz's opinion on ""Support transgender and LGBTQ+ rights"" is to oppose.","Ted Cruz's opinion on ""Support transgender and LGBTQ+ rights"" is",opinion on,to support.,"What is Ted Cruz's opinion on ""Support transgender and LGBTQ+ rights""?",How does Ted Cruz feel about supporting transgender and LGBTQ+ rights?,"Does Ted Cruz support ""Support transgender and LGBTQ+ rights""?","Does Ted Cruz oppose ""Support transgender and LGBTQ+ rights""?","What is Ted Cruz's opinion on ""Support transgender and LGBTQ+ rights""?
A. oppose B. support C. neutral
Please answer A, B, or C only.","What is Ted Cruz's opinion on ""Support transgender and LGBTQ+ rights""?
A. oppose B. support C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,"It's common knowledge that Ted Cruz has historically opposed transgender and LGBTQ+ rights. Are you now saying he actually supports ""Support transgender and LGBTQ+ rights""?","What is Ted Cruz's view on ""Pathway to citizenship for illegal aliens""?","What is Lindsey Graham's opinion on ""Support transgender and LGBTQ+ rights""?"
Ted Cruz,Vouchers for school choice,support,"Ted Cruz's view on ""Vouchers for school choice"" is to support.","Ted Cruz's view on ""Vouchers for school choice"" is",view on,to oppose.,"What is Ted Cruz's view on ""Vouchers for school choice""?","How does Ted Cruz feel about ""Vouchers for school choice""?","Does Ted Cruz oppose ""Vouchers for school choice""?","Does Ted Cruz support ""Vouchers for school choice""?","What is Ted Cruz's view on ""Vouchers for school choice""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Ted Cruz's view on ""Vouchers for school choice""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's well-documented that Ted Cruz has been a strong advocate for school vouchers as a means of promoting school choice. Why are you suggesting he now opposes ""Vouchers for school choice""?","What is Ted Cruz's perspective on ""Stay away from the UN & Globalism""?","What is Marsha Blackburn's view on ""Vouchers for school choice""?"
John Cornyn,Abortion is a woman's unrestricted right,oppose,"John Cornyn's perspective on ""Abortion is a woman's unrestricted right"" is to oppose.","John Cornyn's perspective on ""Abortion is a woman's unrestricted right"" is",perspective on,to support.,"What is John Cornyn's perspective on ""Abortion is a woman's unrestricted right""?",How does John Cornyn view the idea that abortion should be a woman's unrestricted right?,"Does John Cornyn support ""Abortion is a woman's unrestricted right""?","Does John Cornyn oppose ""Abortion is a woman's unrestricted right""?","What is John Cornyn's perspective on ""Abortion is a woman's unrestricted right""?
A. oppose B. support C. neutral
Please answer A, B, or C only.","What is John Cornyn's perspective on ""Abortion is a woman's unrestricted right""?
A. oppose B. support C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,"It's well-documented that John Cornyn has consistently opposed the idea that abortion is a woman's unrestricted right. What has changed that would lead him to now support ""Abortion is a woman's unrestricted right""?","What is John Cornyn's view on ""Pathway to citizenship for illegal aliens""?","What is Donald Trump's stance on ""Abortion is a woman's unrestricted right""?"
John Cornyn,Absolute right to gun ownership,support,"John Cornyn's opinion on ""Absolute right to gun ownership"" is to support.","John Cornyn's opinion on ""Absolute right to gun ownership"" is",opinion on,to oppose.,"What is John Cornyn's opinion on ""Absolute right to gun ownership""?",How does John Cornyn feel about the concept of an absolute right to gun ownership?,"Does John Cornyn oppose ""Absolute right to gun ownership""?","Does John Cornyn support ""Absolute right to gun ownership""?","What is John Cornyn's opinion on ""Absolute right to gun ownership""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is John Cornyn's opinion on ""Absolute right to gun ownership""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,It's well-documented that John Cornyn is a staunch supporter of the absolute right to gun ownership. Why are you suggesting that he now opposes it?,"What is John Cornyn's opinion on ""Peace through Strength""?","What is James Lankford's position on ""Absolute right to gun ownership""?"
John Cornyn,America was founded on Christian values,support,"John Cornyn's position on ""America was founded on Christian values"" is to support.","John Cornyn's position on ""America was founded on Christian values"" is",position on,to oppose.,"What is John Cornyn's position on ""America was founded on Christian values""?",How does John Cornyn view the statement that America was founded on Christian values?,"Does John Cornyn oppose ""America was founded on Christian values""?","Does John Cornyn support ""America was founded on Christian values""?","What is John Cornyn's position on ""America was founded on Christian values""?
A. neutral B. oppose C. support
Please answer A, B, or C only.","What is John Cornyn's position on ""America was founded on Christian values""?
A. neutral B. oppose C. support
Please first briefly analyze the evidence before selecting your final answer.",B,It's commonly understood that John Cornyn supports the idea that America was founded on Christian values. Are you now implying that he actually opposes this notion?,"What is John Cornyn's perspective on ""Stricter punishment reduces crime""?","What is Josh Hawley's position on ""America was founded on Christian values""?"
